Protocol,Compounds,InputFields,Iterations,NumPending,Hour,Day,Class,Timestamp,Normalized_Timestamp
b'H',78.0,239.0,20.0,0.0,10.9,1,b'M',34.9,0.20884619233463422
b'H',75.0,79.0,20.0,0.0,13.7833333333333,1,b'VF',37.7833333333333,0.2261583108175721
b'H',89.0,235.0,20.0,0.0,13.3666666666667,1,b'F',37.3666666666667,0.2236565595917144
b'H',76.0,233.0,20.0,0.0,14.0166666666667,1,b'F',38.0166666666667,0.22755929150405302
b'H',881.0,1336.0,20.0,0.0,17.05,4,b'M',113.05,0.6780746522565796
b'H',889.0,61.0,20.0,3134.0,17.5,1,b'F',41.5,0.24847393175222654
b'H',894.0,611.0,20.0,3276.0,17.6,1,b'M',41.6,0.2490743520464325
b'H',890.0,814.0,20.0,3494.0,17.7,1,b'M',41.7,0.24967477234063845
b'H',887.0,165.0,20.0,3494.0,17.7,1,b'M',41.7,0.24967477234063845
b'H',85.0,237.0,20.0,0.0,22.4833333333333,0,b'M',22.4833333333333,0.13429400580406262
b'H',20.0,15.0,20.0,0.0,11.2166666666667,1,b'VF',35.2166666666667,0.21074752326628657
b'H',20.0,20.0,20.0,0.0,13.2166666666667,1,b'VF',37.2166666666667,0.22275592915040546
b'H',20.0,25.0,20.0,0.0,13.7666666666667,1,b'VF',37.7666666666667,0.22605824076853817
b'H',100.0,244.0,20.0,0.0,10.55,1,b'M',34.55,0.2067447213049134
b'H',96.0,292.0,20.0,0.0,22.4833333333333,1,b'M',46.4833333333333,0.2783948764134892
b'I',997.0,3579.0,20.0,0.0,13.9666666666667,1,b'VF',37.9666666666667,0.22725908135695003
b'I',98.0,2700.0,20.0,0.0,10.1166666666667,4,b'VF',106.1166666666667,0.636445511858301
b'I',97.0,2701.0,20.0,0.0,16.2,2,b'VF',64.2,0.3847693385369759
b'I',93.0,2774.0,20.0,0.0,10.3666666666667,4,b'VF',106.3666666666667,0.6379465625938159
b'I',107.0,2851.0,20.0,0.0,16.5333333333333,2,b'VF',64.5333333333333,0.3867707395176622
b'I',95.0,3523.0,20.0,0.0,13.8166666666667,1,b'VF',37.8166666666667,0.2263584509156411
b'I',101.0,3674.0,20.0,0.0,16.45,4,b'VF',112.45,0.6744721304913439
b'I',98.0,4073.0,20.0,0.0,16.7333333333333,4,b'VF',112.73333333333329,0.6761733213249272
b'I',104.0,4545.0,20.0,0.0,16.1833333333333,4,b'VF',112.18333333333331,0.6728710097067946
b'I',101.0,8147.0,20.0,0.0,8.36666666666667,3,b'VF',80.36666666666667,0.48183728610027027
b'I',107.0,8229.0,20.0,0.0,15.25,0,b'VF',15.25,0.0908636045231662
b'I',108.0,8254.0,10.0,0.0,13.6,3,b'VF',85.6,0.5132592814970479
b'I',105.0,10924.0,20.0,0.0,9.46666666666667,4,b'VF',105.46666666666667,0.6325427799459622
b'I',102.0,1171.0,20.0,0.0,18.5333333333333,3,b'VF',90.5333333333333,0.5428800160112076
b'I',104.0,13201.0,20.0,0.0,13.5333333333333,3,b'VF',85.5333333333333,0.5128590013009104
b'I',99.0,13420.0,20.0,0.0,12.65,3,b'VF',84.65,0.5075552887020915
b'I',99.0,13652.0,20.0,0.0,8.85,4,b'VF',104.85,0.6288401881316922
b'I',94.0,2527.0,10.0,0.0,15.1166666666667,1,b'VF',39.1166666666667,0.23416391474031842
b'I',99.0,8899.0,20.0,0.0,16.3666666666667,3,b'VF',88.3666666666667,0.529870909636746
b'I',99.0,9001.0,20.0,0.0,16.75,3,b'VF',88.75,0.5321725207645351
b'I',110.0,3077.0,20.0,0.0,21.5166666666667,2,b'VF',69.51666666666671,0.4166916841789255
b'I',106.0,3073.0,20.0,0.0,19.8333333333333,2,b'VF',67.8333333333333,0.40658460922645834
b'I',101.0,36021.0,20.0,0.0,10.3666666666667,2,b'F',58.3666666666667,0.34974482137496266
b'I',106.0,6799.0,20.0,0.0,17.15,1,b'VF',41.15,0.24637246072250574
b'I',112.0,100.0,20.0,0.0,15.4,2,b'VF',63.4,0.3799659761833283
b'I',113.0,1402.0,20.0,0.0,14.4166666666667,2,b'VF',62.4166666666667,0.3740618432903034
b'I',109.0,4095.0,20.0,0.0,12.4666666666667,0,b'VF',12.4666666666667,0.0741519063344343
b'I',118.0,7049.0,20.0,0.0,13.2166666666667,0,b'VF',13.2166666666667,0.07865505854097889
b'I',1222.0,2195.0,20.0,0.0,14.9333333333333,4,b'VF',110.9333333333333,0.6653657560292202
b'I',131.0,12023.0,20.0,0.0,9.7,4,b'VF',105.7,0.6339437606324427
b'I',128.0,12045.0,20.0,0.0,8.96666666666667,4,b'VF',104.96666666666667,0.6295406784749324
b'I',128.0,12071.0,20.0,0.0,10.0333333333333,4,b'VF',106.0333333333333,0.635945161613129
b'I',125.0,12073.0,20.0,0.0,8.96666666666667,4,b'VF',104.96666666666667,0.6295406784749324
b'I',120.0,12098.0,20.0,0.0,9.85,4,b'VF',105.85,0.6348443910737516
b'I',123.0,3897.0,20.0,0.0,16.7833333333333,4,b'VF',112.7833333333333,0.6764735314720303
b'I',123.0,3926.0,20.0,0.0,16.5,4,b'VF',112.5,0.6747723406384469
b'I',127.0,6972.0,20.0,0.0,17.4666666666667,1,b'VF',41.4666666666667,0.24827379165415808
b'I',20.0,671.0,10.0,0.0,17.7666666666667,0,b'VF',17.7666666666667,0.10597418192734934
b'I',20.0,79.0,20.0,0.0,14.75,2,b'VF',62.75,0.37606324427098964
b'I',129.0,2929.0,20.0,0.0,17.3833333333333,3,b'VF',89.3833333333333,0.5359751826278393
b'I',128.0,7751.0,20.0,0.0,16.75,4,b'VF',112.75,0.6762733913739618
b'I',133.0,1499.0,20.0,0.0,19.4333333333333,3,b'VF',91.43333333333331,0.5482837986590612
b'I',140.0,7874.0,20.0,0.0,10.6333333333333,0,b'VF',10.6333333333333,0.06314420094065826
b'I',129.0,7897.0,20.0,0.0,9.4,0,b'VF',9.4,0.05573901731211848
b'I',129.0,951.0,20.0,0.0,9.55,0,b'VF',9.55,0.0566396477534274
b'I',133.0,1348.0,20.0,0.0,9.5,0,b'VF',9.5,0.05633943760632442
b'I',1371.0,12776.0,20.0,0.0,12.4666666666667,1,b'VF',36.4666666666667,0.21825277694386086
b'I',143.0,3079.0,20.0,0.0,9.48333333333333,0,b'VF',9.48333333333333,0.05623936755729008
b'I',132.0,4498.0,20.0,0.0,10.4333333333333,2,b'F',58.4333333333333,0.35014510157109957
b'I',137.0,174.0,20.0,0.0,9.51666666666667,0,b'VF',9.51666666666667,0.05643950765535876
b'I',138.0,4377.0,20.0,0.0,17.3333333333333,2,b'VF',65.3333333333333,0.39157410187130975
b'I',135.0,4470.0,20.0,0.0,17.65,2,b'VF',65.65,0.3934754328029621
b'I',147.0,5620.0,20.0,0.0,16.7,3,b'VF',88.7,0.5318723106174322
b'I',132.0,5674.0,20.0,0.0,15.7333333333333,2,b'VF',63.7333333333333,0.3819673771640146
b'I',147.0,2071.0,20.0,0.0,16.2333333333333,2,b'VF',64.23333333333329,0.38496947863504427
b'I',20.0,870.0,20.0,0.0,14.0833333333333,0,b'VF',14.0833333333333,0.08385870109076332
b'I',14097.0,375.0,20.0,0.0,16.35,2,b'F',64.35,0.38566996897828476
b'I',142.0,4753.0,20.0,0.0,18.7,1,b'VF',42.7,0.2556789752826979
b'I',137.0,4829.0,20.0,0.0,16.25,4,b'VF',112.25,0.6732712899029321
b'I',142.0,12174.0,20.0,0.0,7.95,4,b'VF',103.95,0.6234364054838387
b'I',149.0,12200.0,20.0,0.0,7.83333333333333,4,b'VF',103.83333333333333,0.6227359151405983
b'I',151.0,2502.0,20.0,0.0,13.7666666666667,2,b'VF',61.7666666666667,0.37015911137796476
b'I',153.0,12228.0,20.0,0.0,12.95,2,b'VF',60.95,0.36525567897528266
b'I',153.0,1922.0,20.0,0.0,13.2166666666667,2,b'VF',61.2166666666667,0.36685679975983204
b'I',143.0,3278.0,10.0,0.0,10.8,3,b'VF',82.8,0.4964475132592815
b'I',20.0,2554.0,20.0,0.0,19.0833333333333,0,b'VF',19.0833333333333,0.11387971580106053
b'I',20.0,3326.0,20.0,0.0,18.9166666666667,0,b'VF',18.9166666666667,0.11287901531071769
b'I',20.0,2145.0,20.0,0.0,12.7166666666667,2,b'VF',60.7166666666667,0.3638546982888023
b'I',1496.0,3574.0,20.0,0.0,14.0333333333333,1,b'VF',38.0333333333333,0.22765936155308697
b'I',149.0,2874.0,20.0,0.0,10.0,4,b'VF',106.0,0.6357450215150605
b'I',146.0,2901.0,20.0,0.0,10.5,4,b'VF',106.5,0.6387471229860903
b'I',143.0,2947.0,20.0,0.0,16.5833333333333,2,b'VF',64.5833333333333,0.38707094966476513
b'I',147.0,1925.0,20.0,0.0,20.85,0,b'VF',20.85,0.12448714099869909
b'I',157.0,4920.0,20.0,0.0,17.9166666666667,1,b'VF',41.9166666666667,0.2509756829780848
b'I',162.0,14521.0,20.0,0.0,18.6,3,b'VF',90.6,0.5432802962073451
b'I',166.0,8970.0,100.0,0.0,13.5833333333333,4,b'F',109.5833333333333,0.65726008205744
b'I',162.0,9195.0,10.0,0.0,13.5166666666667,4,b'VF',109.5166666666667,0.6568598018613031
b'I',24.0,1073.0,20.0,0.0,16.2333333333333,4,b'VF',112.23333333333329,0.6731712198538975
b'I',1715.0,3496.0,20.0,0.0,11.95,3,b'VF',83.95,0.5033523466426498
b'I',1725.0,3495.0,20.0,0.0,10.6833333333333,3,b'VF',82.6833333333333,0.495747022916041
b'I',166.0,9845.0,20.0,0.0,14.45,3,b'VF',86.45,0.5183628539977985
b'I',168.0,9897.0,20.0,0.0,13.7666666666667,3,b'VF',85.7666666666667,0.5142599819873913
b'I',174.0,9951.0,20.0,0.0,15.8166666666667,3,b'VF',87.8166666666667,0.5265685980186132
b'I',1747.0,12826.0,20.0,0.0,12.5666666666667,1,b'VF',36.5666666666667,0.21885319723806682
b'I',180.0,12273.0,20.0,0.0,15.6833333333333,1,b'VF',39.6833333333333,0.23756629640748503
b'I',179.0,479.0,10.0,0.0,10.6833333333333,2,b'VF',58.6833333333333,0.3516461523066144
b'I',178.0,198.0,20.0,0.0,13.0,3,b'VF',85.0,0.5096567597318122
b'I',184.0,222.0,20.0,0.0,14.6,3,b'VF',86.6,0.5192634844391073
b'I',180.0,9304.0,20.0,0.0,16.6833333333333,4,b'VF',112.68333333333331,0.6758731111778243
b'I',188.0,1825.0,20.0,0.0,9.48333333333333,3,b'VF',81.48333333333333,0.4885419793855699
b'I',1927.0,1822.0,20.0,0.0,6.18333333333333,3,b'VF',78.18333333333334,0.46872810967677375
b'I',189.0,2973.0,20.0,0.0,10.5,0,b'VF',10.5,0.062343640548383865
b'I',194.0,3072.0,20.0,0.0,11.0333333333333,0,b'VF',11.0333333333333,0.06554588211748202
b'I',193.0,1373.0,11.0,0.0,22.3166666666667,2,b'VF',70.31666666666669,0.42149504653257297
b'I',207.0,146.0,40.0,0.0,10.4333333333333,3,b'VF',82.4333333333333,0.4942459721805261
b'I',22.0,2747.0,20.0,0.0,20.1,0,b'VF',20.1,0.11998398879215451
b'I',20.0,304.0,20.0,0.0,10.9333333333333,2,b'VF',58.9333333333333,0.35314720304212927
b'I',20.0,1604.0,20.0,0.0,17.2333333333333,3,b'VF',89.23333333333329,0.5350745521865303
b'I',20.0,146.0,20.0,0.0,10.85,2,b'VF',58.85,0.35264685279695784
b'I',20.0,2154.0,20.0,0.0,12.8333333333333,2,b'VF',60.8333333333333,0.3645551886320422
b'I',27.0,2195.0,20.0,0.0,13.05,2,b'VF',61.05,0.3658560992694886
b'I',20.0,2373.0,20.0,0.0,12.2666666666667,2,b'VF',60.2666666666667,0.3611528069648756
b'I',20.0,2404.0,20.0,0.0,12.6666666666667,2,b'VF',60.6666666666667,0.3635544881416994
b'I',207.0,8248.0,20.0,0.0,17.5166666666667,0,b'VF',17.5166666666667,0.10447313119183448
b'I',214.0,18551.0,20.0,0.0,17.9833333333333,0,b'VF',17.9833333333333,0.10727509256479514
b'I',220.0,18597.0,20.0,0.0,13.45,1,b'VF',37.45,0.22415690983688583
b'I',224.0,18654.0,20.0,0.0,13.4333333333333,1,b'VF',37.4333333333333,0.2240568397878513
b'I',217.0,23800.0,20.0,0.0,15.2,1,b'VF',39.2,0.23466426498548984
b'I',221.0,23801.0,20.0,0.0,15.1666666666667,1,b'VF',39.1666666666667,0.23446412488742138
b'I',225.0,23804.0,20.0,0.0,9.76666666666667,1,b'VF',33.766666666666666,0.2020414290003002
b'I',225.0,379.0,20.0,0.0,14.3333333333333,1,b'VF',38.3333333333333,0.22946062243570478
b'I',228.0,1398.0,20.0,0.0,17.6,4,b'VF',113.6,0.6813769638747122
b'I',2247.0,1872.0,20.0,0.0,11.85,1,b'VF',35.85,0.2145501851295907
b'I',218.0,4454.0,20.0,0.0,14.4166666666667,1,b'VF',38.4166666666667,0.22996097268087679
b'I',232.0,4478.0,20.0,0.0,18.0166666666667,0,b'VF',18.0166666666667,0.1074752326628642
b'I',223.0,4502.0,20.0,0.0,13.3833333333333,1,b'VF',37.3833333333333,0.2237566296407483
b'I',231.0,4520.0,20.0,0.0,11.45,1,b'VF',35.45,0.21214850395276694
b'I',219.0,9900.0,20.0,0.0,15.2333333333333,1,b'VF',39.2333333333333,0.23486440508355827
b'I',224.0,9899.0,20.0,0.0,9.83333333333333,1,b'VF',33.83333333333333,0.20244170919643747
b'I',221.0,9920.0,20.0,0.0,15.2,1,b'VF',39.2,0.23466426498548984
b'I',229.0,8602.0,20.0,0.0,18.1666666666667,4,b'VF',114.1666666666667,0.6847793455418795
b'I',224.0,8526.0,20.0,0.0,9.75,0,b'VF',9.75,0.05784048834183928
b'I',233.0,26350.0,20.0,0.0,12.85,4,b'F',108.85,0.65285699989993
b'I',235.0,5923.0,20.0,0.0,11.2166666666667,4,b'VF',107.2166666666667,0.6430501350945663
b'I',231.0,9204.0,20.0,0.0,14.2,1,b'VF',38.2,0.2286600620434304
b'I',233.0,9371.0,20.0,0.0,16.5833333333333,4,b'VF',112.5833333333333,0.6752726908836183
b'I',228.0,11249.0,20.0,0.0,13.8166666666667,1,b'VF',37.8166666666667,0.2263584509156411
b'I',224.0,4448.0,200.0,0.0,17.7833333333333,4,b'F',113.7833333333333,0.6824777344140897
b'I',242.0,2975.0,20.0,0.0,18.0666666666667,4,b'VF',114.06666666666669,0.6841789252476735
b'I',237.0,3151.0,20.0,0.0,10.4833333333333,4,b'VF',106.4833333333333,0.6386470529370558
b'I',241.0,3473.0,20.0,0.0,15.7,4,b'VF',111.7,0.6699689782847994
b'I',229.0,5295.0,20.0,0.0,15.8833333333333,4,b'VF',111.8833333333333,0.6710697488241767
b'I',234.0,5548.0,20.0,0.0,7.93333333333333,0,b'VF',7.93333333333333,0.04693285299709794
b'I',235.0,6048.0,20.0,0.0,13.6,2,b'VF',61.6,0.3691584108876213
b'I',232.0,6095.0,20.0,0.0,8.21666666666667,1,b'VF',32.21666666666667,0.19273491444010807
b'I',231.0,6121.0,20.0,0.0,7.68333333333333,1,b'VF',31.68333333333333,0.18953267287100967
b'I',232.0,6152.0,20.0,0.0,11.8666666666667,3,b'VF',83.8666666666667,0.5028519963974785
b'I',236.0,6202.0,10.0,0.0,8.21666666666667,0,b'VF',8.21666666666667,0.04863404383068149
b'I',230.0,6227.0,10.0,0.0,18.2,4,b'VF',114.2,0.6849794856399479
b'I',237.0,6252.0,10.0,0.0,18.2,4,b'VF',114.2,0.6849794856399479
b'I',240.0,6272.0,10.0,0.0,17.65,4,b'VF',113.65,0.6816771740218153
b'I',238.0,6529.0,20.0,0.0,11.3,4,b'VF',107.3,0.6435504853397378
b'I',234.0,800.0,20.0,0.0,11.3833333333333,4,b'VF',107.3833333333333,0.6440508355849092
b'I',233.0,1222.0,20.0,0.0,10.2166666666667,1,b'VF',34.2166666666667,0.20474332032422712
b'I',238.0,8245.0,20.0,0.0,11.5833333333333,0,b'VF',11.5833333333333,0.06884819373561472
b'I',243.0,8402.0,20.0,0.0,14.9833333333333,1,b'VF',38.9833333333333,0.2333633543480434
b'I',232.0,10400.0,20.0,0.0,14.9,1,b'VF',38.9,0.23286300410287197
b'I',243.0,1074.0,20.0,0.0,19.3333333333333,3,b'VF',91.3333333333333,0.5476833783648553
b'I',245.0,6800.0,20.0,0.0,13.9,2,b'VF',61.9,0.37095967177023914
b'I',239.0,701.0,20.0,0.0,8.31666666666667,3,b'VF',80.31666666666666,0.4815370759531672
b'I',237.0,8903.0,20.0,0.0,12.5333333333333,4,b'VF',108.5333333333333,0.6509556689682776
b'I',2504.0,22096.0,20.0,0.0,12.1333333333333,2,b'F',60.1333333333333,0.36035224657260057
b'I',2502.0,8653.0,20.0,0.0,12.2333333333333,1,b'VF',36.2333333333333,0.21685179625737994
b'I',2504.0,8701.0,20.0,0.0,9.75,2,b'VF',57.75,0.34604222956069247
b'I',2515.0,8974.0,20.0,0.0,9.7,2,b'VF',57.7,0.3457420194135895
b'I',2511.0,9126.0,20.0,0.0,18.4,1,b'VF',42.4,0.25387771440008
b'I',2502.0,9853.0,20.0,0.0,10.0666666666667,2,b'VF',58.0666666666667,0.3479435604923448
b'I',2511.0,11246.0,20.0,0.0,10.75,2,b'VF',58.75,0.3520464325027519
b'I',2509.0,9152.0,20.0,0.0,17.3833333333333,1,b'VF',41.3833333333333,0.24777344140898605
b'I',2524.0,1102.0,20.0,0.0,18.4166666666667,0,b'VF',18.4166666666667,0.10987691383968796
b'I',2512.0,13429.0,20.0,0.0,13.3666666666667,1,b'VF',37.3666666666667,0.2236565595917144
b'I',258.0,2847.0,20.0,0.0,11.2166666666667,2,b'VF',59.2166666666667,0.35484839387571315
b'I',253.0,2976.0,20.0,0.0,11.4,2,b'VF',59.4,0.3559491644150905
b'I',20.0,2754.0,20.0,0.0,13.35,2,b'VF',61.35,0.3676573601521065
b'I',26.0,422.0,20.0,0.0,11.8833333333333,2,b'VF',59.8833333333333,0.3588511958370857
b'I',28.0,453.0,20.0,0.0,11.8333333333333,2,b'VF',59.8333333333333,0.3585509856899828
b'I',278.0,10973.0,20.0,0.0,11.8166666666667,2,b'VF',59.8166666666667,0.35845091564094883
b'I',2720.0,3198.0,20.0,0.0,23.9833333333333,2,b'VF',71.98333333333329,0.43150205143600495
b'I',279.0,921.0,20.0,0.0,18.0333333333333,1,b'VF',42.0333333333333,0.25167617332132475
b'I',266.0,10851.0,20.0,0.0,13.95,2,b'VF',61.95,0.3712598819173421
b'I',280.0,4371.0,20.0,0.0,16.9166666666667,4,b'VF',112.9166666666667,0.6772740918643052
b'I',282.0,4422.0,20.0,0.0,16.9,4,b'VF',112.9,0.6771740218152708
b'I',277.0,4473.0,200.0,0.0,16.6,2,b'F',64.6,0.38717101971379964
b'I',286.0,8421.0,20.0,0.0,18.2833333333333,0,b'VF',18.2833333333333,0.10907635344741297
b'I',288.0,4475.0,200.0,0.0,17.6,4,b'F',113.6,0.6813769638747122
b'I',297.0,7720.0,20.0,0.0,18.6166666666667,0,b'VF',18.6166666666667,0.11107775442809985
b'I',23.0,54.0,20.0,0.0,10.1666666666667,0,b'VF',10.1666666666667,0.06034223956769758
b'I',25.0,102.0,20.0,0.0,11.65,3,b'VF',83.65,0.501551085760032
b'I',296.0,5553.0,20.0,0.0,16.15,1,b'VF',40.15,0.2403682577804463
b'I',299.0,5554.0,20.0,0.0,16.35,1,b'VF',40.35,0.24156909836885818
b'I',302.0,700.0,20.0,0.0,15.6666666666667,1,b'VF',39.6666666666667,0.2374662263584511
b'I',297.0,11249.0,20.0,0.0,16.3,2,b'VF',64.3,0.3853697588311818
b'I',297.0,11297.0,20.0,0.0,16.1166666666667,2,b'VF',64.1166666666667,0.3842689882918045
b'I',301.0,4901.0,20.0,0.0,18.8833333333333,1,b'VF',42.8833333333333,0.2567797458220752
b'I',298.0,948.0,20.0,0.0,13.9,2,b'VF',61.9,0.37095967177023914
b'I',304.0,2171.0,20.0,0.0,12.2666666666667,2,b'VF',60.2666666666667,0.3611528069648756
b'I',311.0,8646.0,20.0,0.0,15.55,4,b'VF',111.55,0.6690683478434905
b'I',312.0,9295.0,20.0,0.0,16.0666666666667,4,b'VF',112.06666666666669,0.6721705193635547
b'I',309.0,925.0,20.0,0.0,18.8833333333333,3,b'VF',90.8833333333333,0.5449814870409284
b'I',312.0,12196.0,20.0,0.0,14.5166666666667,4,b'VF',110.5166666666667,0.6628640048033625
b'I',309.0,12246.0,20.0,0.0,14.65,4,b'VF',110.65,0.663664565195637
b'I',308.0,674.0,20.0,0.0,13.4,1,b'VF',37.4,0.22385669968978283
b'I',317.0,3028.0,20.0,0.0,19.15,3,b'VF',91.15,0.5465826078254779
b'I',309.0,3048.0,20.0,0.0,19.1333333333333,3,b'VF',91.1333333333333,0.5464825377764433
b'I',3133.0,45420.0,20.0,0.0,15.9166666666667,2,b'F',63.9166666666667,0.38306814770339254
b'I',29.0,2926.0,20.0,0.0,15.9166666666667,3,b'VF',87.9166666666667,0.5271690183128191
b'I',24.0,4426.0,100.0,0.0,16.1333333333333,1,b'F',40.1333333333333,0.24026818773141176
b'I',38.0,4646.0,100.0,0.0,10.85,1,b'F',34.85,0.20854598218753126
b'I',36.0,4749.0,100.0,0.0,10.8,1,b'VF',34.8,0.20824577204042827
b'I',24.0,7053.0,100.0,0.0,15.75,3,b'F',87.75,0.5261683178224758
b'I',25.0,7148.0,100.0,0.0,15.8,3,b'F',87.8,0.5264685279695787
b'I',36.0,48.0,20.0,0.0,10.15,0,b'VF',10.15,0.06024216951866306
b'I',34.0,1278.0,100.0,0.0,8.86666666666667,3,b'VF',80.86666666666667,0.48483938757129996
b'I',31.0,1749.0,100.0,0.0,10.0,3,b'VF',82.0,0.49164415090563396
b'I',35.0,18004.0,100.0,0.0,10.5333333333333,3,b'F',82.5333333333333,0.4948463924747321
b'I',31.0,17999.0,100.0,0.0,17.75,1,b'F',41.75,0.2499749824877414
b'I',31.0,2304.0,100.0,0.0,10.2833333333333,3,b'VF',82.2833333333333,0.4933453417392173
b'I',37.0,2376.0,100.0,0.0,17.7166666666667,1,b'VF',41.7166666666667,0.24977484238967293
b'I',3254.0,5247.0,20.0,0.0,8.51666666666667,0,b'F',8.51666666666667,0.050435304713299316
b'I',334.0,851.0,20.0,0.0,13.7666666666667,0,b'VF',13.7666666666667,0.08195737015911157
b'I',39.0,2846.0,20.0,0.0,12.7833333333333,2,b'VF',60.7833333333333,0.36425497848493926
b'I',32.0,3424.0,100.0,0.0,16.1,0,b'VF',16.1,0.09596717702391674
b'I',37.0,3525.0,100.0,0.0,16.0166666666667,0,b'VF',16.0166666666667,0.09546682677874532
b'I',35.0,3797.0,100.0,0.0,15.7833333333333,0,b'VF',15.7833333333333,0.09406584609226437
b'I',39.0,3873.0,100.0,0.0,15.7166666666667,0,b'VF',15.7166666666667,0.09366556589612748
b'I',33.0,1321.0,20.0,0.0,12.45,2,b'VF',60.45,0.36225357750425297
b'I',327.0,7700.0,20.0,0.0,15.1166666666667,4,b'VF',111.1166666666667,0.6664665265685983
b'I',39.0,4098.0,20.0,0.0,14.6666666666667,3,b'VF',86.6666666666667,0.5196637646352449
b'I',29.0,4170.0,20.0,0.0,15.2,3,b'VF',87.2,0.5228660062043431
b'I',38.0,6695.0,20.0,0.0,17.3166666666667,3,b'VF',89.31666666666669,0.5355749024317024
b'I',38.0,6726.0,20.0,0.0,17.35,3,b'VF',89.35,0.5357750425297708
b'I',30.0,6771.0,20.0,0.0,17.3,3,b'VF',89.3,0.5354748323826679
b'I',35.0,6829.0,20.0,0.0,17.3,3,b'VF',89.3,0.5354748323826679
b'I',33.0,101.0,20.0,0.0,13.25,3,b'VF',85.25,0.5111578104673271
b'I',359.0,5949.0,20.0,0.0,19.3666666666667,3,b'VF',91.3666666666667,0.5478835184629243
b'I',361.0,5971.0,20.0,0.0,19.65,3,b'VF',91.65,0.5495847092965076
b'I',368.0,620.0,20.0,0.0,20.1,3,b'VF',92.1,0.5522866006204342
b'I',358.0,1397.0,20.0,0.0,20.6833333333333,3,b'VF',92.68333333333331,0.5557890523366354
b'I',3677.0,3600.0,20.0,0.0,11.7666666666667,2,b'F',59.7666666666667,0.35815070549384587
b'I',3681.0,3595.0,20.0,0.0,8.5,1,b'F',32.5,0.19443610527369157
b'I',373.0,1073.0,10.0,0.0,13.4833333333333,2,b'VF',61.4833333333333,0.3684579205443808
b'I',376.0,3476.0,20.0,0.0,10.15,4,b'VF',106.15,0.6366456519563695
b'I',364.0,6699.0,50.0,0.0,11.0,4,b'VF',107.0,0.64174922445712
b'I',3733.0,1550.0,20.0,0.0,14.7,2,b'F',62.7,0.37576303412388673
b'I',378.0,5874.0,20.0,0.0,14.5166666666667,1,b'VF',38.5166666666667,0.23056139297508274
b'I',382.0,3151.0,20.0,0.0,13.7666666666667,3,b'VF',85.7666666666667,0.5142599819873913
b'I',387.0,3204.0,20.0,0.0,13.0166666666667,0,b'VF',13.0166666666667,0.07745421795256699
b'I',36.0,5401.0,20.0,0.0,11.55,4,b'VF',107.55,0.6450515360752527
b'I',33.0,5423.0,20.0,0.0,11.55,4,b'VF',107.55,0.6450515360752527
b'I',40.0,8729.0,20.0,0.0,14.55,1,b'VF',38.55,0.23076153307315117
b'I',44.0,8777.0,20.0,0.0,10.5833333333333,1,b'VF',34.5833333333333,0.20694486140298188
b'I',394.0,3051.0,20.0,0.0,11.85,3,b'VF',83.85,0.5027519263484439
b'I',405.0,779.0,20.0,0.0,11.35,3,b'VF',83.35,0.49974982487741415
b'I',411.0,8025.0,20.0,0.0,9.0,1,b'VF',33.0,0.1974382067447213
b'I',401.0,845.0,20.0,0.0,10.5333333333333,3,b'VF',82.5333333333333,0.4948463924747321
b'I',415.0,3576.0,20.0,0.0,2.46666666666667,3,b'VF',74.46666666666667,0.44641248874211953
b'I',411.0,3626.0,20.0,0.0,17.9666666666667,4,b'VF',113.9666666666667,0.6835785049534676
b'I',415.0,62.0,20.0,0.0,14.5666666666667,3,b'VF',86.5666666666667,0.519063344341039
b'I',407.0,66.0,20.0,0.0,12.6333333333333,3,b'VF',84.6333333333333,0.507455218653057
b'I',424.0,45628.0,20.0,0.0,11.0166666666667,4,b'F',107.0166666666667,0.6418492945061545
b'I',417.0,846.0,10.0,0.0,16.85,3,b'VF',88.85,0.5327729410587411
b'I',37.0,322.0,20.0,0.0,14.8666666666667,3,b'VF',86.8666666666667,0.5208646052236567
b'I',434.0,1027.0,20.0,0.0,14.9166666666667,1,b'VF',38.9166666666667,0.2329630741519065
b'I',45.0,4978.0,20.0,0.0,15.4833333333333,1,b'VF',39.4833333333333,0.23636545581907312
b'I',47.0,5529.0,20.0,0.0,11.45,1,b'VF',35.45,0.21214850395276694
b'I',39.0,6723.0,20.0,0.0,17.1166666666667,3,b'VF',89.1166666666667,0.5343740618432905
b'I',44.0,6752.0,20.0,0.0,17.0666666666667,3,b'VF',89.06666666666669,0.5340738516961875
b'I',49.0,6754.0,20.0,0.0,16.8833333333333,3,b'VF',88.8833333333333,0.5329730811568095
b'I',50.0,8672.0,20.0,0.0,14.2333333333333,1,b'VF',38.2333333333333,0.22886020214149883
b'I',51.0,78.0,20.0,0.0,14.5,3,b'VF',86.5,0.5186630641449015
b'I',49.0,17279.0,20.0,0.0,15.75,1,b'VF',39.75,0.23796657660362253
b'I',44.0,17328.0,20.0,0.0,13.9833333333333,1,b'VF',37.9833333333333,0.22735915140598395
b'I',37.0,17403.0,20.0,0.0,14.2333333333333,2,b'VF',62.2333333333333,0.37296107275092544
b'I',37.0,17729.0,20.0,0.0,11.9666666666667,3,b'VF',83.9666666666667,0.5034524166916844
b'I',4515.0,1352.0,20.0,0.0,16.6,2,b'F',64.6,0.38717101971379964
b'I',455.0,5852.0,20.0,0.0,14.6666666666667,1,b'VF',38.6666666666667,0.23146202341639166
